C44F33640B49
      Date,      Time,   Battery,  Fix,       Latitude,      Longitude,    Dp>0.3,    Dp>0.5,    Dp>1.0,    Dp>2.5,    Dp>5.0,   Dp>10.0,   PM1_Std, PM2.5_Std,  PM10_Std,   PM1_Env, PM2.5_Env,  PM10_Env,   Temp(C),     RH(%),    P(hPa),   Alti(m)
  2022/3/2,  12:36:33,    100.00,    -,              -,              -,        30,        10,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 22.840000,38.910156,1002.290405,    -
  2022/3/2,  12:36:38,    100.00,    -,              -,              -,         9,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 22.870001,38.935547,1002.280640,    -
  2022/3/2,  12:36:46,    100.00,    -,              -,              -,        27,         9,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 22.900000,38.994141,1002.271423,    -
  2022/3/2,  12:36:51,     99.85,    -,              -,              -,        27,         9,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 22.930000,39.030273,1002.268921,    -
  2022/3/2,  12:36:56,    100.00,    -,              -,              -,        27,         9,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 22.959999,38.841797,1002.272888,    -
  2022/3/2,   12:37:1,    100.00,    -,              -,              -,         9,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 22.980000,38.765625,1002.282349,    -
  2022/3/2,   12:37:6,    100.00,    -,              -,              -,         9,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 23.010000,38.834961,1002.281250,    -
  2022/3/2,  12:37:12,     99.85,    -,              -,              -,        87,        29,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 23.030001,39.151367,1002.287354,    -
  2022/3/2,  12:37:20,    100.00,    -,              -,              -,       117,        35,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 23.070000,38.740234,1002.291321,    -
  2022/3/2,  12:37:25,    100.00,    -,              -,              -,       117,        35,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 23.090000,38.460938,1002.284851,    -
  2022/3/2,  12:37:30,     99.85,    -,              -,              -,        51,        13,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 23.110001,38.576172,1002.276855,    -
  2022/3/2,  12:37:35,    100.00,    -,              -,              -,        66,        22,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 23.139999,38.431641,1002.268677,    -
  2022/3/2,  12:37:40,    100.00,    -,              -,              -,        84,        25,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0, 23.160000,38.400391,1002.277832,    -
  2022/3/2,  12:37:45,     99.70,    -,              -,              -,        81,        24,         3,         0,         0,         0,         0,         0,         0,         0,         0,         0, 23.180000,38.323242,1002.269226,    -
  2022/3/2,  12:37:54,     99.85,    -,              -,              -,        36,         9,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 23.219999,41.129883,1002.254272,    -
  2022/3/2,  12:37:59,    100.00,    -,              -,              -,        18,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 23.240000,39.787109,1002.235962,    -
  2022/3/2,   12:38:4,    100.00,    -,              -,              -,        18,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 23.270000,39.306641,1002.229858,    -
  2022/3/2,   12:38:9,    100.00,    -,              -,              -,        81,        24,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 23.290001,39.173828,1002.223145,    -
  2022/3/2,  12:38:14,     99.70,    -,              -,              -,        81,        21,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 23.320000,39.277344,1002.222168,    -
  2022/3/2,  12:38:19,    100.00,    -,              -,              -,        81,        21,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 23.340000,39.222656,1002.227478,    -
  2022/3/2,  12:38:27,    100.00,    -,              -,              -,        27,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 23.370001,38.451172,1002.226257,    -
  2022/3/2,  12:38:33,    100.00,    -,              -,              -,        51,        13,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 23.400000,38.903320,1002.226318,    -
  2022/3/2,  12:38:38,    100.00,    -,              -,              -,        51,        13,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 23.420000,38.444336,1002.228455,    -
  2022/3/2,  12:38:43,    100.00,    -,              -,              -,        51,        13,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 23.440001,38.312500,1002.232056,    -
  2022/3/2,  12:38:48,    100.00,    -,              -,              -,        72,        20,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0, 23.459999,38.178711,1002.242981,    -
